id;name;national_id;gender;birth;phone;created_by;new_patient
1515;Craig Gray;H022011049;FEMALE;1903-12-30;0961623547;system;False
1516;Tamara Meza;C524549680;MALE;1930-10-22;0941033510;system;True
1517;Amber Williams;E107717879;OTHER;1998-11-28;0901371079;system;True
1518;Justin Williams;C582285323;FEMALE;2015-03-27;0926959813;system;False
1519;Alexander Manning;N210372891;OTHER;2010-11-26;0910981057;system;False
1520;Lisa Mccormick MD;W487791086;MALE;1982-01-30;0922563727;system;True
1521;Allen Matthews;I100808714;FEMALE;1939-07-18;0902357577;system;False
1522;Chris Trevino;S444369841;OTHER;1998-03-13;0920100034;system;False
1523;Deborah Flowers;F890010395;MALE;1915-05-01;0910054377;system;True
1524;Gary Frazier;U415292382;OTHER;1935-04-02;0986818740;system;True
1525;Stephen Rollins;Y281281053;MALE;1931-06-17;0910107228;system;False
1526;Denise Torres;U817966108;MALE;1924-07-26;0911058973;system;False
1527;Todd Rodriguez;D207104780;FEMALE;1948-09-28;0942607749;system;False
1528;Tammy Luna;B101088177;FEMALE;1978-02-01;0906102451;system;False
1529;Morgan Delacruz;G344071310;FEMALE;1935-02-05;0911042407;system;True
1530;Alexandra Wood;R957094106;MALE;1923-07-15;0933477810;system;True
1531;Dr. Catherine Watkins;Z261398610;OTHER;1932-01-01;0910115109;system;False
1532;Cassandra Butler;N810018434;FEMALE;1986-06-04;0935204109;system;False
1533;Christine Gilbert;J826724910;OTHER;1949-05-20;0910572950;system;True
1534;Ethan Higgins;P802252104;MALE;1937-04-28;0984100104;system;True
1535;James Williams;I907210790;FEMALE;1970-09-01;0924024693;system;False
1536;Kathy Webb;I376308176;OTHER;1935-08-21;0938838676;system;True
1537;Mark Francis MD;Y524407281;OTHER;2001-01-05;0937343101;system;False
1538;Caitlin Cortez;J108831086;MALE;1956-05-30;0986947918;system;True
1539;Rachel Maynard;W005971807;FEMALE;1925-11-11;0928359689;system;False
1540;Amanda Hanna;E504010100;OTHER;1959-05-28;0924910435;system;True
1541;Adam Reyes;G104920106;OTHER;1981-05-23;0920340271;system;False
1542;Derek Clark;L121010108;FEMALE;1986-06-30;0911968101;system;False
1543;Eugene Thompson;S454293321;OTHER;1990-12-28;0929871461;system;False
1544;Colton Roberts;W763559254;MALE;2009-08-20;0936402148;system;True
1545;Barbara Williams;I918107104;MALE;1971-05-22;0903623914;system;False
1546;Joseph Ferguson;G812721544;FEMALE;1953-09-15;0976812146;system;True
1547;John Hernandez;N909910119;MALE;1936-11-27;0961047094;system;False
1548;Matthew Stark;O810793103;MALE;1990-02-06;0910952233;system;False
1549;Gary Hall;V939914900;MALE;2009-05-21;0955839969;system;False
1550;Michelle Crawford;H107010068;OTHER;1991-08-28;0992291008;system;False
1551;Larry Medina Jr.;D874861209;OTHER;1947-12-19;0997821710;system;False
1552;Taylor Austin;L929830089;FEMALE;1959-09-10;0911883103;system;False
1553;Derrick Bridges;Q444442432;FEMALE;1939-06-07;0982148610;system;True
1554;Edward Peterson;I630851096;OTHER;1935-09-07;0980548101;system;False
1555;Christian Hernandez;D610108931;MALE;2005-03-15;0901014084;system;True
1556;Victoria Turner DVM;F708205128;OTHER;1927-06-28;0903101074;system;False
1557;Amanda Martin;W368080109;MALE;1964-03-04;0990351101;system;True
1558;John Avila;C910029510;MALE;1915-11-26;0928910203;system;True
1559;Steven Kline;S499109041;FEMALE;1993-05-05;0986100827;system;False
1560;Kristin Calhoun;Y683016148;MALE;1968-08-25;0987462442;system;True
1561;David Hopkins;S065597996;MALE;1921-11-26;0985288878;system;True
1562;George Turner;Y856491263;FEMALE;1994-11-21;0920766880;system;False
1563;Casey Berry;D607491052;MALE;1992-08-27;0961063172;system;False
1564;Michelle Ruiz;U511020104;FEMALE;1991-05-30;0975104110;system;False
1565;Elizabeth Hart;E996961021;OTHER;1933-07-22;0910191046;system;True
1566;Mr. Benjamin Murphy;Y101054067;MALE;2000-10-20;0962538291;system;False
1567;Bonnie Collins;X510608625;OTHER;1974-08-22;0995840867;system;False
1568;Christina Ferguson;P987114910;MALE;1933-11-17;0908406467;system;False
1569;Cynthia Hendricks;Z238103344;OTHER;2008-12-10;0979033137;system;False
1570;Dr. Jerry Kelly;J011826101;MALE;1912-11-19;0981055212;system;True
1571;Kathleen Rodgers;J410410437;OTHER;2001-07-28;0955510151;system;False
1572;Mrs. Cheryl Taylor MD;I201539107;FEMALE;1978-10-27;0912960340;system;True
1573;Ronnie Logan;V352080102;FEMALE;1929-01-04;0981010060;system;True
1574;Marilyn Ochoa;U208532328;MALE;1953-07-28;0987052977;system;False
1575;William Mcdonald;Z023103385;MALE;1908-03-19;0994371225;system;False
1576;Debra Larson;B851104373;FEMALE;1995-03-02;0910610350;system;True
1577;Debra Smith;P108919971;FEMALE;2016-08-19;0989810427;system;False
1578;Jason Ayala;R770756773;FEMALE;1963-11-13;0930690033;system;False
1579;Tanya Cruz;G672781072;MALE;1980-09-22;0974838937;system;False
1580;Amanda Castillo;F639410106;FEMALE;1983-07-21;0990121045;system;True
1581;Danielle Carroll;U710339489;OTHER;1940-09-16;0951077843;system;False
1582;Sharon Duffy;A098155981;FEMALE;2008-06-12;0955943178;system;True
1583;Michele Rogers;Z186101097;OTHER;2011-03-02;0980615102;system;False
1584;Jared Gutierrez;F553294210;OTHER;1961-11-02;0973613207;system;False
1585;Erica Davis;W209874710;MALE;1930-06-13;0923695809;system;True
1586;Erica Morrison;Y128121610;FEMALE;1982-04-24;0913167787;system;False
1587;Dr. Peter Ho;H920692294;OTHER;1944-09-23;0976753109;system;False
1588;Laura Hopkins;E100481095;FEMALE;1920-03-14;0928783995;system;True
1589;Gary Higgins;C910660706;MALE;1918-02-23;0996121095;system;True
1590;Kayla Day;X759585109;FEMALE;1914-05-08;0943388244;system;True
1591;Renee Harding;X382217157;FEMALE;1937-07-21;0910093461;system;False
1592;Matthew Reed;H509948861;OTHER;1997-10-20;0924821056;system;True
1593;Kenneth Tran;G550271347;OTHER;1957-07-16;0932510023;system;False
1594;Andrew Brewer;Q043064321;OTHER;1952-02-29;0978527718;system;True
1595;Carmen Rodriguez;Y626105741;OTHER;1951-07-15;0917415800;system;False
1596;Daniel Webb;K010413599;MALE;1933-12-23;0949903107;system;True
1597;Cynthia Best;W597100156;OTHER;1906-12-05;0984892213;system;True
1598;Robert Wiggins;D668105103;FEMALE;1996-04-21;0935661619;system;True
1599;Darlene Johnson;G957754866;FEMALE;1965-07-18;0947211011;system;False
1600;Eric Gomez;X692751103;OTHER;1991-12-21;0971959203;system;False
1601;Lisa Lewis;M105199210;FEMALE;1982-05-02;0988102796;system;False
1602;Jason Davis;O301032661;OTHER;1969-03-28;0960728487;system;False
1603;Richard Young;I826692411;FEMALE;1911-02-12;0951010851;system;True
1604;William Wong;F877788260;MALE;1995-04-02;0962103822;system;False
1605;Michael David;I031044663;FEMALE;1992-06-22;0941584549;system;True
1606;Kevin Miller;T310310067;MALE;1921-12-12;0944327019;system;False
1607;Laura Smith;R046978758;MALE;2005-02-08;0910105131;system;False
1608;Kelly Silva;H836884622;OTHER;1974-12-28;0921793832;system;False
1609;Tracy Gonzalez;Q615154100;FEMALE;1937-06-21;0943109968;system;False
1610;Robert Jackson;A110821629;MALE;2007-08-09;0991803096;system;False
1611;Kimberly Aguilar;B510445108;OTHER;1970-07-11;0916061034;system;True
1612;Kevin Gray;H893882245;MALE;1949-08-01;0952257218;system;False
1613;Regina Frederick;C909776911;FEMALE;1977-04-08;0930148488;system;False
1614;Matthew Holland;T326422943;FEMALE;1945-05-11;0900179255;system;False
1615;Richard Thompson;Q784634298;MALE;1922-05-14;0964223024;system;True
1616;Ryan Walker;A225339621;MALE;1921-02-21;0928776639;system;False
1617;Brent Mccann;O537042091;MALE;1997-11-18;0958025180;system;True
1618;Kristen Wang;Q569098771;OTHER;2004-01-20;0923539395;system;True
1619;Jason Scott;G710551501;MALE;1957-03-30;0935148922;system;True
1620;Curtis Hopkins;C524610308;OTHER;1917-03-27;0943108698;system;True
1621;Ryan Matthews;K373505104;FEMALE;1936-01-01;0946126267;system;False
1622;Jeremy Collins;I107870495;MALE;1964-11-04;0928103009;system;False
1623;Lisa Hunt DVM;U106101017;MALE;2000-09-07;0910981101;system;True
1624;Michael Walker;S988731041;OTHER;1915-11-02;0921937030;system;False
1625;Shannon Williams;M547085867;MALE;1960-07-11;0997071010;system;True
1626;Courtney Williams;E312873561;MALE;1978-11-10;0996221848;system;False
1627;Christy Cooper;Y610810574;FEMALE;1912-04-25;0903725166;system;True
1628;David Patrick;Q410215043;OTHER;1988-04-01;0945516118;system;False
1629;Nicholas Patton;U105306933;OTHER;1958-05-16;0910105366;system;False
1630;Francisco Castaneda;W320741039;MALE;1933-06-17;0935371040;system;True
1631;Matthew Erickson;O104520109;OTHER;2002-06-20;0998131303;system;False
1632;Joseph Smith;G966018176;OTHER;2004-12-20;0957714915;system;False
1633;Cynthia Gentry;L731393110;MALE;1938-07-16;0956101031;system;False
1634;Jeffrey Sims;V583635610;OTHER;1985-01-27;0970852086;system;False
1635;Mark Martin;Q693629637;OTHER;1941-08-30;0988275100;system;True
1636;Danny Lawson;B206081728;OTHER;1962-03-17;0966351340;system;False
1637;Tara Novak;I321054333;FEMALE;1992-07-06;0966752008;system;False
1638;Russell Bush;V132180102;FEMALE;2001-11-19;0974732681;system;False
1639;Sarah Sutton;A108474810;OTHER;1996-06-08;0953111170;system;False
1640;Jeffrey Myers;T971069285;MALE;1998-10-04;0938420101;system;False
1641;Paul Cordova;O275931004;MALE;1997-01-16;0968473988;system;False
1642;Derrick Leach;X910183264;OTHER;1936-07-21;0947711007;system;True
1643;Jacqueline Banks;L331566670;MALE;1969-12-19;0910103271;system;False
1644;Kimberly Smith;D336239212;MALE;1961-08-19;0906260406;system;True
1645;Samantha Cruz;H411653263;FEMALE;1908-03-10;0946690297;system;True
1646;Jerry Russell;Z829801010;OTHER;1983-10-29;0968857162;system;True
1647;Cameron Meyer;E407278251;OTHER;2004-03-04;0908453148;system;False
1648;Angela Jackson DDS;C101021014;OTHER;1992-05-10;0922031147;system;False
1649;Francisco Patterson;W911002590;FEMALE;1981-04-08;0956072813;system;True
1650;Jacob Mcclure;F231010000;FEMALE;1932-08-09;0988210522;system;True
1651;Erica Bridges;W736684382;MALE;2017-05-16;0956201000;system;False
1652;Matthew Evans;O708667210;MALE;1966-12-07;0906510656;system;True
1653;Erin Lopez;Y197105741;MALE;1920-01-24;0910242911;system;False
1654;Joshua Fox;Z413632310;OTHER;2017-11-04;0945874491;system;True
1655;Jenna Carson;I362481761;MALE;1907-03-31;0945109065;system;False
1656;Thomas Nichols;G941084310;MALE;1918-12-31;0969256061;system;False
1657;Robert Farmer;M776101088;OTHER;1929-09-24;0945902281;system;True
1658;Michael Byrd;R064081387;MALE;2003-01-18;0958512815;system;False
1659;Karen Scott;S431061044;OTHER;2003-02-16;0910289196;system;False
1660;Kathy Smith;J571011010;MALE;1974-05-08;0966740160;system;True
1661;Lisa Holland;D104372477;MALE;1939-03-23;0931007506;system;False
1662;Erica Martin;P843405351;FEMALE;1955-07-14;0929109730;system;False
1663;Robert Singh;B108104910;OTHER;2017-11-29;0997171029;system;True
1664;Regina Snyder;C810374110;MALE;1922-04-16;0994108105;system;True
1665;Lisa Allen;M881095100;OTHER;1980-10-28;0920017211;system;False
1666;Robert Turner;M268494497;OTHER;2015-01-14;0951088291;system;True
1667;John Rivera;L103648331;OTHER;1989-10-25;0941954811;system;True
1668;Donna Butler;L735810898;MALE;1955-05-25;0918361011;system;True
1669;Alexis Gutierrez;P180442421;FEMALE;2018-11-18;0944258601;system;False
1670;Kelsey Nunez MD;Z505951002;MALE;1907-07-28;0945310836;system;False
1671;Hannah Schwartz;F047691228;OTHER;1979-01-09;0979109820;system;True
1672;Jonathan Brown;E362606032;MALE;2017-08-09;0966241287;system;True
1673;Tricia Mcdaniel;A910281088;FEMALE;1945-11-24;0910073665;system;True
1674;David White;A990664924;FEMALE;2010-06-06;0909610951;system;True
1675;Bruce Garcia;X937046425;MALE;1958-03-29;0985551221;system;True
1676;Carla Sheppard;Q433243671;OTHER;1950-07-17;0935051952;system;False
1677;Derek Williams;G477291104;MALE;1999-09-29;0927372102;system;True
1678;George Ramirez;J101045775;OTHER;1955-06-08;0910475881;system;False
1679;Alexander Williams;F372366228;FEMALE;2012-03-18;0931023778;system;True
1680;Marcus White;F363602631;FEMALE;1963-11-27;0961036284;system;True
1681;Jerry Davis;B651014028;FEMALE;1935-06-23;0961003108;system;False
1682;James Johnson;Y710997651;FEMALE;2012-05-18;0980104390;system;False
1683;Kara Dudley;L838706325;OTHER;1980-04-26;0996154221;system;False
1684;David Oconnor;G657797103;FEMALE;1938-07-05;0921100160;system;False
1685;Bruce Harris;F248243790;MALE;1994-02-27;0957682656;system;False
1686;Susan Morris;R107622885;OTHER;1965-11-14;0957608104;system;True
1687;Jonathan Huffman;E904100592;MALE;1990-01-28;0936410496;system;False
1688;Mr. Michael Bailey;O490910471;OTHER;2000-12-20;0915103110;system;True
1689;Alexandra Murray;T102104345;MALE;1905-04-23;0910090727;system;False
1690;Jillian Hughes;Z968836910;OTHER;2017-07-09;0967401004;system;True
1691;William Reed;M211073100;OTHER;2000-12-25;0948102887;system;True
1692;Nicholas Guzman;L378110368;MALE;2000-04-09;0986308105;system;True
1693;Emily Richards;A810515844;FEMALE;1986-04-02;0985868314;system;True
1694;Dale Vega;X990626989;OTHER;1983-11-16;0921059738;system;False
1695;Laura Proctor;L541013101;MALE;1914-09-29;0911027854;system;False
1696;Rachel Stone;B267210506;MALE;1933-01-13;0928050632;system;False
1697;Jeffrey Watson;R100509043;MALE;1971-05-28;0976589048;system;True
1698;Jenna Thomas MD;W124910505;MALE;1992-07-27;0910968101;system;True
1699;Jodi Hill;A349434415;MALE;1962-12-03;0929104202;system;False
1700;Steven Miller;V327374292;OTHER;1914-04-24;0942105452;system;True
1701;Chelsea Mcdonald;R043511092;MALE;1917-08-26;0904161060;system;False
1702;Jessica Sandoval;I331331743;FEMALE;1953-09-12;0910410738;system;False
1703;Rachel Jones;T911292110;FEMALE;1993-01-10;0947102210;system;False
1704;Jennifer Jordan;W081107813;FEMALE;1999-06-07;0935565491;system;True
1705;Mary Santos;E071310303;OTHER;1988-07-05;0907439510;system;True
1706;Angel Rivera;Z117000343;OTHER;1910-12-04;0902784689;system;True
1707;Donna Williams;G381067631;MALE;1942-08-29;0943510828;system;True
1708;Savannah Tate;M241100451;OTHER;1949-03-29;0934493654;system;False
1709;Andrew Woods;G559923898;OTHER;2002-06-10;0960619121;system;True
1710;Sara Owen;T352361112;FEMALE;2005-11-22;0954296668;system;True
1711;Maria Williams DDS;Y761886100;MALE;1911-10-11;0982072319;system;False
1712;Keith Gray;C310110710;FEMALE;1973-03-17;0953663161;system;False
1713;Julie Smith;I405026477;FEMALE;1934-07-06;0941041077;system;False
1714;Melissa Bullock;J329109417;MALE;2001-12-08;0944510210;system;False
1715;David Carpenter;B704710743;MALE;1990-10-10;0949840062;system;True
1716;Kyle Mcgrath;Z877538753;MALE;1976-09-11;0951098917;system;False
1717;Denise Stephens;J104329361;MALE;2005-01-29;0967460105;system;True
1718;Darlene Pittman;E865964952;MALE;1948-02-13;0982107182;system;False
1719;Alexis Carlson;H515109041;MALE;2000-11-13;0954186759;system;True
1720;Tyler Marshall;V931018778;OTHER;1984-07-16;0910597966;system;False
1721;Megan Jones;W213106662;OTHER;1939-03-06;0997928404;system;False
1722;Donald Harris;S180232705;MALE;1919-06-21;0991138399;system;False
1723;Karen Kelly;K862986592;OTHER;1928-06-03;0902010719;system;False
1724;Kathryn Shields;W948656331;FEMALE;1909-03-20;0932216814;system;True
1725;Jon Johnson;V721010545;OTHER;2005-07-04;0931906929;system;False
1726;Steven Dixon;D753472574;FEMALE;2018-09-20;0936640970;system;False
1727;Suzanne Reed;B064153722;FEMALE;1997-05-06;0993108303;system;True
1728;Mary Griffin;O908092137;OTHER;1960-11-14;0989268195;system;True
1729;Adam Wang;V134592633;OTHER;1982-08-09;0976236912;system;False
1730;Jamie Williams MD;Y011000810;OTHER;2017-01-10;0952109910;system;False
1731;Mrs. Jamie Buchanan;A187310021;OTHER;1935-11-30;0908961084;system;True
1732;Darlene Barber;P340109544;MALE;1964-12-04;0944478108;system;True
1733;Rodney Lutz;C343912501;MALE;1972-01-22;0955102110;system;True
1734;Gregory Vazquez;S464490108;FEMALE;1951-02-28;0936868632;system;False
1735;Marcus Macias;V270592434;MALE;2018-10-27;0910300755;system;False
1736;Kenneth Hayden;V067012263;OTHER;1989-10-10;0931971088;system;False
1737;Michael Mccarthy;V121540907;OTHER;1959-11-25;0963981862;system;True
1738;William Vargas;W101065768;FEMALE;1926-01-11;0910035710;system;True
1739;James Little;L756106150;OTHER;2008-03-10;0966873934;system;False
1740;Joann Freeman;E281081010;MALE;2002-01-21;0984492793;system;True
1741;Bradley Morales;H657106970;MALE;1997-06-07;0953772003;system;False
1742;Christina Woods;W410784092;MALE;2002-04-06;0985189394;system;True
1743;Pamela Booth DVM;B285878991;FEMALE;1953-07-25;0925117310;system;False
1744;Karina Cooper;T197107010;FEMALE;1979-11-06;0943410547;system;True
1745;David Greene;T621046101;FEMALE;1965-11-01;0941844829;system;True
1746;Paige Hall;B106056198;FEMALE;1994-09-20;0910105872;system;False
1747;Ryan Gibbs;G100351202;OTHER;1923-10-10;0910310300;system;False
1748;Crystal Lee;Y577280554;MALE;1904-01-24;0931094841;system;False
1749;Ronald Miller;E109905598;MALE;1936-11-24;0925810883;system;True
1750;Peter Odonnell;D850070079;FEMALE;1984-08-07;0970250490;system;False
1751;Benjamin Frye;D553146921;FEMALE;1978-05-15;0910243001;system;True
1752;Robert Hall;Y180124395;MALE;1928-12-01;0931834590;system;True
1753;Christopher Mccann;D910462641;MALE;1962-01-01;0967884010;system;True
1754;Rebecca Brooks;K635098348;OTHER;1994-09-22;0977120332;system;False
1755;Tiffany Jackson;Z749101070;MALE;1991-11-04;0978710498;system;False
1756;Joseph Robinson;W016178111;OTHER;2015-11-17;0910710600;system;False
1757;Kelly Wilson;B610823774;FEMALE;1955-05-13;0917125551;system;False
1758;Deborah Young;N907663107;OTHER;1959-05-24;0997701091;system;True
1759;Albert Porter;E631018945;FEMALE;1915-04-06;0937878896;system;False
1760;Jeffrey Mccarty;L221892106;OTHER;1977-07-03;0910109004;system;False
1761;Derek Thomas;X863873102;FEMALE;2013-04-03;0998196215;system;False
1762;Meagan Ward;H340513085;OTHER;1903-06-09;0922035034;system;False
1763;Sherri Clark;C751010758;FEMALE;1957-02-09;0943106106;system;False
1764;Krystal Mueller;Z510941163;FEMALE;1931-03-28;0928610852;system;True
1765;Cody Rojas;V847101019;FEMALE;1903-09-13;0991109865;system;False
1766;Caroline Smith DDS;I270714455;FEMALE;1977-04-05;0903101090;system;False
1767;Andres Alvarado;H751580498;FEMALE;1969-07-22;0910073202;system;True
1768;Danielle Lee;Z153718281;FEMALE;1993-06-26;0925203701;system;False
1769;Samuel Nunez;F107364529;OTHER;1908-06-29;0905343114;system;False
1770;Stephanie Wilcox;R415381010;MALE;1906-07-26;0994466954;system;False
1771;Christopher Mueller;I770293511;MALE;1958-12-25;0961610047;system;False
1772;David Daniels;I686875372;FEMALE;1967-08-03;0920055671;system;True
1773;Stephanie Wilson;Z921033158;OTHER;1926-06-23;0931522096;system;False
1774;Mark Butler;F167109374;OTHER;2018-08-08;0954510101;system;False
1775;Karen Mitchell;H311015942;FEMALE;1920-12-18;0944330815;system;False
1776;Rebecca Hoover;S461015016;FEMALE;1987-01-11;0995105101;system;False
1777;Brenda Ryan;E100829511;FEMALE;2010-12-01;0927272061;system;True
1778;Edward Perez;K363997465;FEMALE;1983-12-11;0966479741;system;True
1779;Shelley Mason;A826457934;MALE;1945-12-10;0965598273;system;False
1780;Kimberly Jones;D341030654;MALE;1919-01-03;0938476239;system;False
1781;Justin James;P510060566;FEMALE;1981-01-29;0936384228;system;False
1782;Jason Bush;V511847460;FEMALE;2001-08-13;0979358026;system;False
1783;Terry Sherman;D446517892;FEMALE;1966-09-19;0985555673;system;True
1784;Robin Jones;Z239410241;MALE;1962-07-16;0914831007;system;False
1785;Benjamin Hawkins;N104410212;FEMALE;1905-09-23;0918410214;system;False
1786;Brandon Osborn;L765195001;OTHER;1921-09-19;0910030649;system;False
1787;Kevin Brooks;U106192069;OTHER;1956-05-09;0951094450;system;True
1788;Laurie Lopez;B936019779;OTHER;2014-04-21;0905295101;system;True
1789;Shelly Mooney;X062429882;OTHER;2000-04-21;0950361402;system;True
1790;Evan Savage;B699693104;OTHER;1968-08-03;0930711591;system;False
1791;Janet Ward;M895485771;OTHER;2008-05-03;0920041908;system;True
1792;Mathew Fowler;P610884346;MALE;1967-10-23;0946102188;system;True
1793;Ricardo Wilson;E156030664;MALE;1962-10-07;0940108835;system;True
1794;Gerald Payne;S812481201;MALE;1940-03-15;0907236243;system;False
1795;Chad Jordan;H413684642;FEMALE;1921-08-13;0906223110;system;False
1796;Joanna Myers;U698625852;MALE;1952-07-31;0986577892;system;False
1797;Lisa Richards;Z882192788;OTHER;1956-04-27;0963041171;system;False
1798;Douglas Fuentes;P667310548;OTHER;1998-03-05;0954915248;system;True
1799;Latasha Perez;S583155512;FEMALE;2000-07-26;0981061416;system;False
1800;Steven King;P722212890;FEMALE;1978-08-27;0931640610;system;True
1801;Vanessa Pacheco;D116185108;OTHER;1913-04-24;0900489104;system;True
1802;Ronald House;J648310088;FEMALE;1968-01-13;0968103386;system;True
1803;Kenneth Serrano;K837538380;FEMALE;1951-04-08;0910105985;system;False
1804;Kevin Thompson;D610669963;MALE;1941-10-28;0931640994;system;False
1805;Erica Alexander;Q897552959;OTHER;1917-10-09;0981084740;system;True
1806;Beverly Ray;B165254837;FEMALE;1932-04-06;0996234395;system;False
1807;Susan Mosley;M570142800;OTHER;1996-07-17;0901985260;system;True
1808;Jessica Gallagher;Q986127478;OTHER;1993-04-27;0981737523;system;False
1809;Sean Hartman;C163812108;OTHER;1959-08-13;0954776101;system;False
1810;Barry Mcbride;P203286880;MALE;1927-07-17;0993995887;system;True
1811;Sara Palmer;F462081254;MALE;2016-06-25;0993617197;system;True
1812;Elizabeth Smith;Y894131104;OTHER;1964-10-28;0966310310;system;False
1813;Cynthia Torres;M910415773;OTHER;1953-04-27;0945915640;system;True
1814;Brianna Pearson;I481355957;FEMALE;1958-08-18;0932181108;system;True
1815;David Osborn;L600931067;MALE;1936-02-17;0994785041;system;False
1816;Austin Daugherty;J101061100;FEMALE;1939-04-30;0911024843;system;True
1817;Randy Jackson;O198433244;OTHER;1904-01-23;0910117355;system;True
1818;John Miller;M296515664;FEMALE;2006-08-24;0910388951;system;False
1819;Mrs. Elizabeth Norris DVM;G109101014;MALE;1922-09-14;0994525114;system;False
1820;Nicole Lozano;X410531730;FEMALE;1917-07-10;0982491009;system;True
1821;Kim Williams;H888830716;OTHER;1979-09-21;0924536100;system;True
1822;Justin Berry;V949100298;OTHER;1995-12-13;0995184636;system;False
1823;Amy Myers;C310910016;OTHER;2003-02-15;0999223733;system;True
1824;Allen Wade;B709346460;FEMALE;1948-10-28;0944253577;system;True
1825;Lauren Smith;U979101706;OTHER;1920-07-19;0951015403;system;False
1826;Aaron Williams;D308954500;OTHER;1905-06-20;0915835101;system;True
1827;Angela Carney;P605201004;MALE;1943-01-02;0967015557;system;True
1828;Helen Anderson;N818598752;MALE;2000-06-10;0961942126;system;False
1829;Nathan Jones;B100550621;FEMALE;2000-05-15;0975910297;system;True
1830;Mr. Joel Wilson PhD;K102103242;MALE;1963-05-20;0988910379;system;False
1831;Helen Park;I087110524;MALE;1966-03-16;0968562382;system;False
1832;Shannon Mercado;R658010102;MALE;1936-11-29;0966057542;system;True
1833;Brianna Frazier;V852378477;MALE;1944-09-22;0951013923;system;False
1834;Jesse Goodwin;E721117665;MALE;1925-09-16;0951006110;system;True
1835;Tiffany Rosario;C932068779;FEMALE;2008-07-28;0999277107;system;True
1836;Kelly Lee;U672559635;MALE;1972-04-15;0941055696;system;False
1837;Sharon Gray;V957101071;MALE;1949-12-05;0938418558;system;False
1838;Michael Hart;X126918103;MALE;1950-11-15;0927060101;system;False
1839;Joe Brennan;A227158659;MALE;1970-03-21;0981871103;system;False
1840;Larry Lucas;Y981710013;MALE;1966-08-04;0910210165;system;False
1841;Nicholas Mathews;G223810160;OTHER;1951-12-19;0941591484;system;True
1842;Derrick Cooper;S492256277;FEMALE;2003-08-07;0907290794;system;False
1843;Diana Perez;U100411819;OTHER;1986-05-14;0948161571;system;True
1844;James Delacruz;F081467815;OTHER;1964-10-21;0940104243;system;False
1845;Daniel Wu;Q103601027;FEMALE;1924-06-02;0936910100;system;True
1846;Robin Pace;E455102398;OTHER;1969-01-31;0974446341;system;False
1847;Paul Stephenson;V140100107;MALE;1988-02-20;0910320783;system;True
1848;Cynthia Stokes;B201010109;FEMALE;1938-01-02;0963222601;system;True
1849;Michael Young;Q421409501;FEMALE;1999-05-28;0913625766;system;False
1850;Kimberly Walker;L066684825;FEMALE;1964-01-23;0924589448;system;True
1851;Heidi Sanchez;R419771002;MALE;1925-02-19;0918907658;system;True
1852;Paula Day;W901886253;MALE;1932-05-09;0945028510;system;True
1853;Charles Ross;R100209912;MALE;1960-04-06;0912210800;system;True
1854;Holly Murray;G866975101;OTHER;2010-12-28;0910030110;system;True
1855;Heather Clements;K720677383;OTHER;2005-03-04;0910254484;system;True
1856;Justin Flynn;R588218648;OTHER;2003-05-10;0907010210;system;False
1857;Scott James;C494683229;MALE;2010-03-05;0921391864;system;True
1858;Christine Jefferson;U610872362;OTHER;1904-03-20;0923213541;system;True
1859;Daniel Manning;R710960083;MALE;1984-07-18;0928216301;system;True
1860;Janet Morgan;F821003975;OTHER;1976-05-19;0910820094;system;False
1861;Amy Benton;E452451998;MALE;1943-04-14;0977548731;system;True
1862;Gerald Logan;E881231253;FEMALE;1908-07-01;0997913590;system;False
1863;Michael Rivas;M169838899;OTHER;1930-01-01;0990605008;system;False
1864;Lauren Smith;K078100010;FEMALE;1918-08-03;0996108210;system;True
1865;Michael Lopez;C891066826;MALE;1983-01-21;0907773381;system;False
1866;Theodore Montgomery;C629494114;MALE;1964-09-25;0907371081;system;False
1867;Amber Rivas;Z903110792;FEMALE;2018-09-14;0940745893;system;False
1868;Jessica Proctor;L210064501;FEMALE;1907-05-07;0910108872;system;True
1869;Lauren Smith;H235051013;MALE;1920-05-13;0971010034;system;False
1870;Philip Rose;X131109365;OTHER;1976-04-07;0981310488;system;False
1871;Kelsey Glenn;W910766754;MALE;2004-05-25;0918711197;system;False
1872;Chris Davis;S307010815;FEMALE;2009-02-06;0924131089;system;True
1873;Peter Thomas;X311048297;MALE;2005-06-03;0973843909;system;False
1874;Ashlee Patel;A610010715;MALE;1994-12-15;0906023315;system;False
1875;Laurie Davis;E101608373;OTHER;1942-11-20;0929103949;system;True
1876;Kathryn Diaz;J100910155;OTHER;1984-06-09;0967105133;system;False
1877;Donald Davis;A627403229;FEMALE;1954-04-05;0980105110;system;False
1878;Margaret Hayes;N563915861;FEMALE;1961-06-09;0970564373;system;True
1879;Ian Kelly;I690110485;OTHER;2004-01-30;0946302316;system;False
1880;Manuel Wilson;C086764722;MALE;1927-03-20;0922571024;system;True
1881;Jennifer Watson;A580400807;OTHER;1974-06-16;0961079100;system;False
1882;Amy Higgins;L600191010;FEMALE;1946-10-22;0911668521;system;False
1883;Gina Jackson;D329260819;FEMALE;1961-07-08;0906493610;system;False
1884;John Roy;K974093102;OTHER;1904-12-31;0997941041;system;False
1885;Catherine Snow;Q377110516;OTHER;1963-05-20;0931473373;system;False
1886;Adrian Simpson;P960850435;MALE;1995-12-05;0910262910;system;True
